,global_x,global_y,Region
227,35.6996218749997,61.8956906249999,Atria
228,38.7074343749997,42.0226437499999,Atria
229,39.8890749999997,118.829284375,Atria
230,44.6156374999997,-47.5672000000001,Atria
231,41.9300906249997,-33.6023562500001,Atria
232,41.1781374999997,73.1749874999999,Atria
234,43.9711062499997,14.4152218749999,Atria
235,44.9379031249997,57.1691281249999,Atria
237,47.8382937499997,67.0519406249999,Atria
240,51.3832156249997,71.7785031249999,Atria
241,50.7386843749997,23.6535031249999,Atria
242,50.9535281249997,114.63983125,Atria
243,51.9203249999997,-4.16876250000007,Atria
244,53.1019656249997,-30.0574343750001,Atria
245,52.5648562499997,78.0089718749999,Atria
248,55.5726687499997,-71.8294395833334,Atria
249,58.3656374999997,109.805846875,Atria
250,59.5472781249997,103.145690625,Atria
251,60.0843874999997,-20.9265750000001,Atria
252,60.0843874999997,63.1847531249999,Atria
253,59.5472781249997,139.367565625,Atria
254,60.7289187499997,19.3566281249999,Atria
255,62.0179812499997,41.0558468749999,Atria
256,60.4066531249997,126.993346875,Atria
257,63.0921999999997,-48.1043093750001,Atria
259,65.312252083333,-74.0136843750001,Atria
260,69.4300906249997,-38.3289187500001,Atria
263,69.4300906249997,59.2101437499999,Atria
264,70.7191531249997,80.5870968749999,Atria
266,75.6096479166662,72.5662635416666,Atria
272,76.6273562499997,54.6984249999999,Atria
281,87.4618614583329,17.0649614583333,Atria
282,88.2496218749996,33.2140499999999,Atria
283,88.8941531249996,67.8755083333333,Atria
288,90.2906374999996,-25.9037885416667,Atria
289,93.1552208333329,58.7088416666666,Atria
290,94.1578249999996,-39.3673302083334,Atria
291,94.6233197916662,41.8436072916666,Atria
10002,-122.5638546875,177.1677609375,Atria
10003,-116.778346875,140.27405,Atria
10008,-113.05701875,259.82889375,Atria
10009,-111.660534375,218.471471875,Atria
10010,-113.91639375,294.9021359375,Atria
10016,-105.000378125,299.1990109375,Atria
10019,-105.4837765625,185.600378125,Atria
10021,-100.941003125,226.5281125,Atria
10024,-97.7183468750003,220.5124875,Atria
10025,-97.7183468750003,213.100378125,Atria
10026,-102.74451875,272.6658078125,Atria
10027,-96.4292843750003,190.971471875,Atria
10028,-93.8511593750003,299.682409375,Atria
10029,-96.4292843750003,267.670690625,Atria
10031,-95.1402218750003,310.424596875,Atria
10032,-100.2201046875,279.16483125,Atria
10033,-90.8433468750003,198.1687375,Atria
10034,-92.7769406250003,318.69608125,Atria
10035,-90.8433468750003,154.233190625,Atria
10037,-88.3726437500003,212.348425,Atria
10038,-88.6949093750003,238.34451875,Atria
10040,-86.2242062500003,205.9031125,Atria
10042,-86.2242062500003,177.32889375,Atria
10045,-82.4644406250003,271.43045625,Atria
10046,-81.6050656250003,281.9578,Atria
10047,-80.5308468750003,148.3249875,Atria
10048,-82.0347531250003,294.955846875,Atria
10049,-82.0347531250003,168.73514375,Atria
10051,-79.0269406250003,159.28201875,Atria
10053,-81.4976437500003,248.8718625,Atria
10054,-79.1343625000003,221.58670625,Atria
10055,-76.7710812500003,239.955846875,Atria
10056,-77.558841666667,134.247122916667,Atria
10057,-76.2339718750003,341.362096875,Atria
10058,-74.5152218750003,230.073034375,Atria
10059,-74.0855343750003,258.11014375,Atria
10060,-73.799076041667,142.769258333333,Atria
10062,-70.7554562500003,298.608190625,Atria
10064,-69.072513541667,134.820039583333,Atria
10065,-68.6070187500003,204.1843625,Atria
10066,-68.1773312500003,279.487096875,Atria
10067,-68.320560416667,127.085664583333,Atria
10068,-66.9956906250003,265.522253125,Atria
10069,-66.8882687500003,220.29764375,Atria
10070,-66.0826046875003,344.1861203125,Atria
10071,-66.1363156250003,291.088659375,Atria
10072,-65.4917843750003,241.35233125,Atria
10073,-62.9136593750003,271.00076875,Atria
10074,-63.6656125000003,179.04764375,Atria
10076,-61.0516802083336,132.1703,Atria
10077,-59.9058468750003,168.198034375,Atria
10078,-60.1206906250003,338.0630734375,Atria
10079,-60.5503781250003,148.53983125,Atria
10080,-59.9058468750003,188.7156125,Atria
10081,-59.0464718750003,156.811315625,Atria
10082,-58.4019406250003,248.764440625,Atria
10083,-56.1460812500003,125.187878125,Atria
10084,-57.2203000000003,200.96170625,Atria
10085,-55.0718625000003,212.13358125,Atria
10086,-55.7163937500003,296.889440625,Atria
10087,-55.0718625000003,234.90701875,Atria
10089,-52.6011593750003,225.6687375,Atria
10090,-50.8824093750003,244.78983125,Atria
10091,-52.0640500000003,318.373815625,Atria
10092,-50.8824093750003,162.0749875,Atria
10093,-50.7749875000003,185.815221875,Atria
10095,-48.5191281250003,193.549596875,Atria
10096,-46.4781125000003,170.561315625,Atria
10097,-47.0152218750003,286.6843625,Atria
10098,-43.9536984375003,335.108971875,Atria
10100,-43.2554562500003,159.604284375,Atria
10101,-42.3960812500003,195.268346875,Atria
10102,-41.4292843750003,315.25858125,Atria
10104,-39.4598833333336,139.904675,Atria
10105,-40.4087765625003,211.0593625,Atria
10106,-39.1734250000003,296.9968625,Atria
10107,-38.9585812500003,173.67655,Atria
10108,-39.2808468750003,202.573034375,Atria
10109,-37.1324093750003,151.225378125,Atria
10110,-34.5542843750003,182.377721875,Atria
10111,-34.9839718750003,261.3328,Atria
10112,-32.6206906250003,197.416784375,Atria
10113,-34.0171750000003,313.53983125,Atria
10114,-33.4800656250003,162.71951875,Atria
10115,-32.6206906250003,248.979284375,Atria
10116,-33.2652218750003,278.9499875,Atria
10117,-32.8355343750003,236.8406125,Atria
10118,-29.3980343750003,225.131628125,Atria
10119,-28.8609250000003,305.698034375,Atria
10120,-28.681888541667,136.0374875,Atria
10122,-27.0347531250003,159.28201875,Atria
10124,-27.7867062500003,149.076940625,Atria
10125,-25.2085812500003,285.61014375,Atria
10126,-22.9527218750003,205.0437375,Atria
10127,-22.8453000000003,258.432409375,Atria
10128,-22.0933468750003,179.369909375,Atria
10129,-23.203372916667,143.12733125,Atria
10130,-20.4820187500003,274.86795625,Atria
10131,-20.4820187500003,297.64139375,Atria
10132,-19.3003781250003,158.315221875,Atria
10133,-19.0855343750003,151.54764375,Atria
10135,-19.3003781250003,170.776159375,Atria
10136,-18.2261593750003,193.442175,Atria
10137,-15.5406125000003,145.53201875,Atria
10138,-17.9038937500003,219.760534375,Atria
10139,-15.7554562500003,264.018346875,Atria
10140,-15.0035031250003,257.358190625,Atria
10141,-12.3179562500003,167.660925,Atria
10142,-13.0699093750003,230.073034375,Atria
10143,-12.2105343750003,317.944128125,Atria
10144,-11.2437375000003,213.315221875,Atria
10145,-9.73983125000029,192.475378125,Atria
10146,-10.1695187500003,241.35233125,Atria
10147,-8.77303437500029,330.8658078125,Atria
10150,-7.37655000000029,258.432409375,Atria
10152,-5.55037812500029,221.15701875,Atria
10153,-4.58358125000029,311.928503125,Atria
10154,-4.47615937500029,269.389440625,Atria
10155,-3.61678437500029,231.576940625,Atria
10156,0.0355593749997069,240.06326875,Atria
10157,-0.608971875000293,343.3267453125,Atria
10158,-0.501550000000293,211.0593625,Atria
10160,1.18139270833304,135.321341666667,Atria
10161,2.07657499999971,258.3249875,Atria
10163,2.61368437499971,305.80545625,Atria
10166,5.40665312499971,194.194128125,Atria
10167,6.58829374999971,221.58670625,Atria
10168,8.30704374999971,299.5749875,Atria
10169,7.98477812499971,146.928503125,Atria
10170,5.94376249999971,282.60233125,Atria
10171,8.52188749999971,162.826940625,Atria
10172,9.05899687499971,171.205846875,Atria
10173,10.8851687499997,208.26639375,Atria
10174,12.4964968749997,247.5828,Atria
10176,13.749752083333,123.111055208333,Atria
10177,13.2484499999997,233.940221875,Atria
10178,15.6117312499997,287.006628125,Atria
10179,14.6449343749997,188.07108125,Atria
10180,17.1156374999997,171.420690625,Atria
10181,17.0082156249997,196.23514375,Atria
10182,16.4711062499997,341.147253125,Atria
10183,18.0824343749997,161.00076875,Atria
10184,17.7601687499997,151.869909375,Atria
10186,20.6605593749997,205.68826875,Atria
10187,19.2640749999997,268.315221875,Atria
10188,20.9828249999997,303.549596875,Atria
10189,21.6273562499997,235.1218625,Atria
10190,21.7347781249997,224.487096875,Atria
10192,23.8832156249997,251.66483125,Atria
10193,24.6351687499997,151.3328,Atria
10194,24.6351687499997,187.64139375,Atria
10195,26.5687624999997,324.174596875,Atria
10197,28.7171999999997,267.885534375,Atria
10199,29.4691531249997,233.295690625,Atria
10200,30.9730593749997,314.936315625,Atria
10201,31.0804812499997,222.44608125,Atria
10202,30.8656374999997,165.0828,Atria
10203,30.6507937499997,244.467565625,Atria
10204,32.2621218749997,149.076940625,Atria
10206,33.6586062499997,275.190221875,Atria
10207,36.0218874999997,286.89920625,Atria
10208,35.4847781249997,176.03983125,Atria
10209,37.9554812499997,246.723425,Atria
10210,37.8480593749997,183.77420625,Atria
10211,38.8148562499997,264.877721875,Atria
10212,39.8890749999997,205.25858125,Atria
10213,41.5004031249997,166.3718625,Atria
10214,42.4671999999997,318.158971875,Atria
10215,43.2191531249997,307.3093625,Atria
10216,42.7894656249997,232.006628125,Atria
10217,43.398189583333,131.52576875,Atria
10218,44.1859499999997,198.598425,Atria
10219,44.1859499999997,270.678503125,Atria
10220,46.0121218749997,188.7156125,Atria
10223,49.0199343749997,244.78983125,Atria
10224,49.0199343749997,173.67655,Atria
10225,49.6644656249997,278.412878125,Atria
10226,48.8050906249997,214.604284375,Atria
10227,50.4164187499997,158.2078,Atria
10228,49.8793093749997,258.647253125,Atria
10229,51.1683718749997,340.2115109375,Atria
10231,53.9613406249997,223.0906125,Atria
10232,54.0687624999997,204.1843625,Atria
10233,54.6058718749997,269.174596875,Atria
10234,55.5726687499997,167.44608125,Atria
10235,57.3988406249997,236.088659375,Atria
10236,58.5804812499997,259.936315625,Atria
10238,60.4066531249997,293.451940625,Atria
10240,60.0843874999997,176.46951875,Atria
10241,62.0179812499997,246.401159375,Atria
10242,64.0589968749997,171.420690625,Atria
10243,62.3402468749997,284.9656125,Atria
10245,63.0921999999997,271.2156125,Atria
10247,66.6371218749997,200.317175,Atria
10248,66.0463015624997,343.2193234375,Atria
10249,65.2406374999997,164.86795625,Atria
10250,68.3558718749997,183.881628125,Atria
10251,68.3558718749997,223.30545625,Atria
10252,69.4300906249997,157.885534375,Atria
10253,69.8597781249997,262.729284375,Atria
10255,72.2230593749997,230.61014375,Atria
10256,73.583736458333,131.561576041667,Atria
10257,72.1156374999997,306.4499875,Atria
10258,71.3636843749997,297.64139375,Atria
10259,72.6527468749997,239.63358125,Atria
10264,76.8732546874995,316.010534375,Atria
10271,81.2238406249995,232.11405,Atria
10275,85.6281374999995,212.026159375,Atria
10277,87.1320437499995,174.643346875,Atria
10278,87.5080203124995,193.6033078125,Atria
10279,88.5285281249995,313.7009640625,Atria
10283,91.8048953124995,242.64139375,Atria
10285,91.0529421874995,255.2634640625,Atria
10286,92.1271609374995,149.3454953125,Atria
10288,94.0607546874995,174.0525265625,Atria
10291,94.4367312499995,287.9197140625,Atria
10293,95.9406374999995,192.045690625,Atria
10296,95.7484499999997,325.463659375,Atria
20004,-319.583971875,148.2712765625,black
20005,-319.798815625,267.026159375,black
20008,-316.9521359375,295.170690625,black
20009,-316.5224484375,313.96951875,black
20010,-317.005846875,288.5642453125,black
20011,-317.435534375,274.760534375,black
20013,-316.49139375,303.22733125,black
20014,-313.568346875,169.272253125,black
20016,-314.642565625,258.2712765625,black
20017,-311.3124875,279.3259640625,black
20018,-310.9365109375,150.580846875,black
20019,-310.8290890625,200.9079953125,black
20020,-309.3251828125,258.002721875,black
20021,-307.23045625,302.4216671875,black
20024,-307.2531125,296.9968625,black
20026,-304.330065625,160.57108125,black
20027,-304.7060421875,179.66531953125,black
20028,-303.9540890625,269.4431515625,black
20029,-303.9540890625,214.5505734375,black
20030,-302.5576046875,285.3953,black
20032,-302.3427609375,255.424596875,black
20033,-301.02684296875,139.1093625,black
20036,-296.618346875,290.1218625,black
20037,-296.29608125,269.4968625,black
20038,-295.2218625,198.920690625,black
20039,-295.973815625,151.3328,black
20040,-295.544128125,232.5437375,black
20041,-295.43670625,209.55545625,black
20042,-293.610534375,182.91483125,black
20043,-292.536315625,247.79764375,black
20044,-291.56951875,172.065221875,black
20045,-291.13983125,158.85233125,black
20046,-291.891784375,308.705846875,black
20047,-290.817565625,205.366003125,black
20048,-290.4953,282.924596875,black
20049,-289.85076875,274.975378125,black
20050,-289.743346875,322.455846875,black
20052,-287.0578,330.5435421875,black
20053,-286.84295625,132.44920625,black
20054,-284.0499875,298.178503125,black
20055,-283.1906125,259.39920625,black
20056,-282.653503125,208.26639375,black
20057,-280.719909375,338.7076046875,black
20060,-279.96795625,238.129675,black
20061,-278.3029171875,141.2578,black
20062,-277.926940625,201.283971875,black
20063,-278.0343625,186.244909375,black
20064,-277.38983125,230.61014375,black
20065,-275.885925,259.1843625,black
20066,-279.53826875,281.205846875,black
20067,-276.10076875,288.080846875,black
20068,-274.704284375,269.71170625,black
20069,-273.95233125,238.98905,black
20070,-274.167175,248.65701875,black
20072,-272.66326875,160.57108125,black
20073,-272.23358125,207.299596875,black
20074,-272.341003125,168.842565625,black
20075,-270.192565625,193.8718625,black
20076,-268.36639375,280.23905,black
20077,-269.65545625,218.256628125,black
20078,-267.292175,245.541784375,black
20079,-265.78826875,151.11795625,black
20081,-264.821471875,233.080846875,black
20082,-263.102721875,219.43826875,black
20083,-262.9953,249.94608125,black
20084,-263.0490109375,127.3466671875,black
20085,-261.598815625,262.514440625,black
20086,-260.63201875,159.174596875,black
20087,-260.524596875,243.50076875,black
20088,-260.094909375,228.89139375,black
20089,-259.235534375,184.311315625,black
20090,-259.1281125,211.166784375,black
20092,-257.731628125,274.86795625,black
20093,-257.19451875,238.5593625,black
20094,-256.012878125,248.119909375,black
20096,-255.368346875,216.2156125,black
20098,-254.18670625,188.393346875,black
20099,-255.04608125,170.991003125,black
20100,-252.6828,265.84451875,black
20101,-254.18670625,202.8953,black
20102,-253.005065625,231.6843625,black
20104,-251.501159375,223.198034375,black
20107,-250.212096875,195.160925,black
20108,-248.708190625,170.561315625,black
20109,-248.923034375,152.514440625,black
20110,-248.708190625,207.83670625,black
20111,-249.03045625,250.053503125,black
20112,-247.2579953125,138.4111203125,black
20113,-247.31170625,213.959753125,black
20115,-245.700378125,188.608190625,black
20116,-244.6798703125,128.9579953125,black
20117,-244.841003125,242.64139375,black
20118,-243.87420625,277.338659375,black
20119,-243.44451875,217.397253125,black
20120,-240.973815625,247.5828,black
20121,-242.477721875,207.944128125,black
20123,-239.899596875,268.530065625,black
20124,-241.188659375,155.951940625,black
20125,-239.469909375,183.237096875,black
20126,-240.00701875,219.760534375,black
20127,-239.469909375,227.280065625,black
20128,-237.321471875,205.25858125,black
20129,-239.255065625,257.143346875,black
20130,-236.891784375,235.014440625,black
20131,-236.462096875,166.58670625,black
20133,-232.380065625,174.9656125,black
20134,-231.84295625,223.30545625,black
20136,-230.12420625,193.0124875,black
20137,-229.9093625,203.647253125,black
20138,-228.6203,157.455846875,black
20139,-228.083190625,210.41483125,black
20140,-226.579284375,237.2703,black
20141,-224.7531125,186.244909375,black
20143,-225.39764375,299.252721875,black
20144,-223.24920625,195.5906125,black
20145,-222.81951875,222.44608125,black
20146,-221.423034375,206.3328,black
20147,-218.7374875,216.323034375,black
20149,-215.2999875,163.36405,black
20150,-213.903503125,194.408971875,black
20151,-213.258971875,208.803503125,black
20152,-213.258971875,180.873815625,black
20153,-212.7218625,288.080846875,black
20155,-210.35858125,219.116003125,black
20156,-210.5197140625,129.6025265625,black
20158,-210.251159375,271.323034375,black
20159,-206.92108125,230.502721875,black
20160,-206.598815625,181.948034375,black
20161,-206.169128125,205.795690625,black
20163,-204.5578,235.873815625,black
20164,-204.1281125,251.23514375,black
20165,-201.76483125,185.385534375,black
20166,-201.657409375,265.092565625,black
20168,-200.90545625,283.783971875,Atria
20169,-198.649596875,171.205846875,black
20170,-197.575378125,291.410925,Atria
20171,-197.89764375,241.459753125,black
20172,-196.823425,208.803503125,black
20173,-195.96405,193.0124875,black
20175,-193.063659375,184.63358125,black
20177,-190.485534375,141.580065625,black
20178,-191.559753125,200.209753125,black
20179,-191.667175,261.7624875,Atria
20180,-187.692565625,222.983190625,black
20181,-185.329284375,196.557409375,black
20182,-185.329284375,150.151159375,black
20185,-180.28045625,165.5124875,black
20186,-179.528503125,259.291784375,Atria
20187,-179.958190625,158.42264375,black
20188,-178.024596875,192.045690625,black
20189,-177.4874875,220.834753125,black
20190,-176.198425,245.541784375,Atria
20191,-175.33905,186.459753125,black
20193,-173.9962765625,138.0888546875,black
20194,-174.0499875,270.893346875,Atria
20195,-170.6124875,180.444128125,black
20196,-168.6251828125,132.9326046875,black
20197,-169.645690625,205.580846875,black
20198,-168.24920625,229.428503125,Atria
20199,-167.067565625,235.873815625,Atria
20200,-166.852721875,153.803503125,black
20202,-164.38201875,247.260534375,Atria
20205,-162.8781125,173.783971875,black
20206,-161.1593625,201.17655,Atria
20207,-161.266784375,190.4343625,black
20208,-160.837096875,222.338659375,Atria
20210,-160.407409375,162.826940625,black
20211,-161.1593625,212.7781125,Atria
20212,-158.15155,293.881628125,Atria
20213,-156.755065625,301.2937375,Atria
20214,-154.2843625,175.8249875,black
20215,-153.854675,192.690221875,Atria
20216,-154.92889375,259.721471875,Atria
20217,-153.1564328125,127.29295625,black
20218,-152.9953,228.67655,Atria
20219,-152.78045625,183.77420625,Atria
20220,-152.887878125,167.01639375,black
20221,-151.9747921875,134.5439328125,black
20222,-152.243346875,244.252721875,Atria
20223,-151.598815625,212.241003125,Atria
20224,-149.2892453125,142.3857296875,black
20225,-148.2687375,220.5124875,Atria
20226,-146.227721875,147.68045625,black
20227,-146.442565625,238.451940625,Atria
20228,-146.227721875,201.283971875,Atria
20229,-147.19451875,266.0593625,Atria
20230,-146.012878125,170.45389375,Atria
20231,-145.47576875,191.2937375,Atria
20232,-144.18670625,162.504675,Atria
20233,-145.260925,293.34451875,Atria
20234,-142.145690625,213.100378125,Atria
20235,-140.856628125,247.36795625,Atria
20236,-138.6544796875,138.89451875,black
20237,-139.46014375,286.46951875,Atria
20238,-137.9562375,264.7703,Atria
20239,-133.87420625,271.43045625,Atria
20240,-137.9562375,302.5828,Atria
20241,-136.344909375,236.19608125,Atria
20242,-135.270690625,227.924596875,Atria
20243,-135.3781125,295.92264375,Atria
20244,-134.08905,188.07108125,Atria
20245,-134.196471875,178.940221875,Atria
20246,-132.692565625,250.483190625,Atria
20247,-131.9406125,280.346471875,Atria
20248,-131.188659375,154.98514375,Atria
20249,-128.825378125,215.57108125,Atria
20250,-131.4572140625,129.0654171875,black
20251,-128.9328,287.75858125,Atria
20252,-129.9533078125,141.90233125,Atria
20253,-126.99920625,196.0203,Atria
20256,-118.105846875,162.28983125,Atria
20257,-116.816784375,250.4294796875,Atria
20258,-115.312878125,230.7712765625,Atria
20259,-116.5482296875,183.9353390625,Atria
20262,-111.10076875,169.16483125,Atria
20264,-112.0365109375,194.8923703125,Atria
20265,-110.6400265625,303.979284375,Atria
20266,-109.726940625,150.795690625,Atria
20267,-109.0286984375,284.3747921875,Atria
20268,-106.504284375,161.00076875,Atria
20272,-105.2412375,140.682253125,Atria
20273,-105.000378125,202.0896359375,Atria
20274,-102.9056515625,245.9177609375,Atria
20276,-99.8441281250001,260.8494015625,Atria
30001,-322.26951875,31.6027218749999,black
30002,-318.939440625,56.2023312499999,black
30006,-318.6708859375,-35.3748171875001,black
30007,-318.0263546875,10.1183468749999,black
30008,-317.220690625,87.3546749999999,black
30014,-313.591003125,119.79608125,black
30016,-309.7548703125,37.6720578124999,black
30017,-308.542175,71.9933468749999,black
30019,-308.4658078125,0.987487499999929,black
30020,-307.790221875,-55.0867312500001,black
30024,-305.6728390625,22.0421749999999,black
30027,-301.5908078125,62.5402218749999,black
30032,-298.122253125,-49.5007937500001,black
30034,-295.973815625,4.10272187499993,black
30035,-295.2218625,121.08514375,black
30036,-294.899596875,111.309753125,black
30037,-293.9328,132.364440625,black
30038,-293.073425,-65.4839968750001,black
30039,-291.891784375,-43.5925906250001,black
30040,-292.42889375,52.6574093749999,black
30041,-288.669128125,-3.30938750000007,black
30043,-288.454284375,-13.9441531250001,black
30044,-288.9376828125,-73.6480593750001,black
30046,-284.801940625,91.2218624999999,black
30048,-282.868346875,108.731628125,black
30049,-282.653503125,121.2999875,black
30050,-279.860534375,-47.3523562500001,black
30051,-281.4718625,62.2179562499999,black
30052,-282.11639375,-27.5867312500001,black
30053,-278.67889375,-7.60626250000007,black
30055,-279.323425,31.0656124999999,black
30056,-274.81170625,-36.5027468750001,black
30057,-275.24139375,44.9230343749999,black
30058,-274.38201875,15.2745968749999,black
30059,-273.844909375,64.1515499999999,black
30060,-274.059753125,119.5812375,black
30064,-270.2999875,-18.7781375000001,black
30065,-270.192565625,110.34295625,black
30066,-268.044128125,84.9913937499999,black
